missingPings,totalPings,wardsPlaced,wardsKilled,detectorsPlaced,position,cctime,turretTakedowns,turretsLost,duration,champ,win
0,8,10,6,2,CARRY,27,3,2,1297,Senna,True
0,11,24,1,4,SUPPORT,9,2,2,1297,TahmKench,True
0,161,5,0,0,NONE,22,1,9,1736,Quinn,False
24,139,8,7,6,NONE,8,0,9,1736,Gwen,False
25,79,5,2,0,SOLO,23,1,9,1736,Vex,False
9,28,9,4,1,CARRY,3,1,9,1736,Lucian,False
0,6,27,5,4,SUPPORT,12,1,9,1736,Sona,False
5,14,8,4,3,DUO,9,4,2,1736,Ambessa,True
0,15,2,9,2,NONE,40,2,2,1736,FiddleSticks,True
4,59,10,4,0,DUO,7,3,2,1736,Akshan,True
16,56,9,4,1,CARRY,10,6,2,1736,Tristana,True
22,42,27,2,1,SUPPORT,18,6,2,1736,Yuumi,True
0,2,6,1,0,NONE,98,5,6,2103,KSante,True
1,31,5,3,3,NONE,29,3,6,2103,Graves,True
5,54,14,2,1,SOLO,34,3,6,2103,Pyke,True
2,4,9,2,0,CARRY,12,5,6,2103,Kaisa,True
0,4,38,2,0,SUPPORT,36,4,6,2103,Varus,True
0,0,2,0,0,DUO,19,0,10,2103,Camille,False
0,11,5,5,1,NONE,51,0,10,2103,Ornn,False
15,21,6,1,2,DUO,6,1,10,2103,Kassadin,False
0,5,11,1,0,CARRY,26,4,10,2103,Ziggs,False
4,5,19,8,1,SUPPORT,27,4,10,2103,DrMundo,False
0,4,10,1,1,DUO,64,2,8,1837,Teemo,False
0,10,7,1,0,NONE,30,0,8,1837,JarvanIV,False
7,32,9,2,0,DUO,23,0,8,1837,Orianna,False
16,38,7,7,3,CARRY,24,1,8,1837,Caitlyn,False
8,58,23,8,6,SUPPORT,30,0,8,1837,Alistar,False
3,39,11,1,0,SOLO,40,4,3,1837,Malphite,True
0,15,1,4,0,NONE,19,3,3,1837,Ambessa,True
0,18,10,0,0,SOLO,42,3,3,1837,Velkoz,True
0,6,9,3,1,CARRY,11,3,3,1837,Smolder,True
0,7,35,7,9,SUPPORT,26,3,3,1837,Renata,True
6,6,6,1,1,SUPPORT,7,1,3,1015,DrMundo,False
6,40,5,1,4,SUPPORT,5,0,3,1015,Zaahen,False
14,37,8,0,2,SUPPORT,16,0,3,1015,Galio,False
0,0,4,0,0,SUPPORT,6,0,3,1015,Jhin,False
2,5,11,4,2,SUPPORT,21,0,3,1015,Nami,False
3,8,6,1,0,SUPPORT,11,1,1,1015,Riven,True
0,12,2,1,0,SUPPORT,8,1,1,1015,Trundle,True
0,4,3,0,0,SUPPORT,32,0,1,1015,Lux,True
0,4,6,1,1,SUPPORT,21,2,1,1015,Mel,True
0,1,9,6,0,SUPPORT,33,2,1,1015,Neeko,True
4,9,12,0,0,SOLO,24,7,4,2405,Olaf,True
2,28,21,5,8,NONE,59,3,4,2405,Teemo,True
13,71,12,0,0,SOLO,104,8,4,2405,Malzahar,True
0,5,15,3,0,CARRY,10,4,4,2405,Yunara,True
18,37,44,4,3,SUPPORT,37,3,4,2405,Lux,True
5,31,12,2,0,SOLO,60,0,13,2405,Ornn,False
1,33,1,12,0,NONE,14,1,13,2405,Viego,False
9,28,14,1,0,SOLO,13,0,13,2405,Sylas,False
11,31,5,6,0,CARRY,48,4,13,2405,Ashe,False
0,18,52,11,8,SUPPORT,41,1,13,2405,Morgana,False
9,36,11,4,1,SOLO,37,4,1,1753,Urgot,True
10,126,7,1,3,NONE,163,6,1,1753,Nocturne,True
10,41,9,1,0,CARRY,28,2,1,1753,Zac,True
0,5,9,1,3,SOLO,11,9,1,1753,Ziggs,True
24,58,27,6,3,SUPPORT,42,9,1,1753,Bard,True
0,16,9,0,0,SOLO,20,0,10,1753,Yone,False
1,46,0,8,0,NONE,34,0,10,1753,Volibear,False
4,18,7,3,4,SOLO,10,0,10,1753,Zed,False
0,14,5,3,0,CARRY,34,1,10,1753,Mel,False
3,14,16,8,0,SUPPORT,14,1,10,1753,Poppy,False
6,70,6,2,0,SOLO,14,5,3,1946,Olaf,True
1,71,12,2,0,NONE,52,4,3,1946,Ivern,True
6,31,9,4,2,CARRY,40,2,3,1946,Taliyah,True
3,41,9,4,1,SOLO,11,5,3,1946,Yunara,True
7,68,38,7,5,SUPPORT,60,4,3,1946,Alistar,True
0,9,11,0,0,SOLO,20,2,8,1946,Sett,False
23,94,11,3,3,NONE,16,0,8,1946,LeeSin,False
5,28,10,3,0,SOLO,27,0,8,1946,Galio,False
3,25,7,2,0,CARRY,21,1,8,1946,Jinx,False
0,8,32,8,5,SUPPORT,22,1,8,1946,Milio,False
0,36,14,1,0,SOLO,8,4,11,2367,Fiora,False
5,15,4,13,4,NONE,65,2,11,2367,Skarner,False
4,74,11,1,0,SOLO,21,0,11,2367,Ahri,False
18,60,11,14,0,CARRY,7,1,11,2367,Zeri,False
41,195,56,8,16,SUPPORT,31,1,11,2367,Lulu,False
1,17,10,2,1,SOLO,16,6,7,2367,Gangplank,True
7,104,6,2,1,NONE,24,0,7,2367,Karthus,True
16,44,8,7,1,SOLO,37,2,7,2367,Sylas,True
3,36,11,3,0,CARRY,2,8,7,2367,Ezreal,True
1,21,69,11,15,SUPPORT,47,5,7,2367,Karma,True
17,22,10,0,0,SOLO,20,1,11,1679,Aatrox,False
4,55,5,3,3,NONE,55,1,11,1679,Nautilus,False
11,64,11,0,1,SOLO,22,0,11,1679,Ahri,False
6,40,8,1,0,CARRY,4,3,11,1679,Aphelios,False
1,23,30,6,4,SUPPORT,32,2,11,1679,Thresh,False
2,23,7,0,3,DUO,20,6,4,1679,Yasuo,True
4,33,1,4,0,NONE,30,1,4,1679,Elise,True
0,4,5,0,0,DUO,19,2,4,1679,Yone,True
1,9,7,2,0,CARRY,13,2,4,1679,Twitch,True
10,25,23,8,0,SUPPORT,40,3,4,1679,Nami,True
2,18,5,0,0,SUPPORT,12,4,2,1189,Renekton,True
6,98,4,5,3,SUPPORT,24,2,2,1189,JarvanIV,True
0,6,6,0,0,SUPPORT,31,2,2,1189,Sylas,True
0,23,5,1,0,SUPPORT,10,3,2,1189,KogMaw,True
4,20,20,4,2,SUPPORT,24,3,2,1189,Lulu,True
4,13,6,1,0,SUPPORT,15,2,5,1189,Pantheon,False
3,57,8,0,1,SUPPORT,15,0,5,1189,Jax,False
1,4,5,0,0,SUPPORT,29,0,5,1189,Galio,False
3,8,6,1,0,SUPPORT,12,0,5,1189,Twitch,False
4,23,18,6,4,SUPPORT,11,1,5,1189,Sona,False
2,10,6,2,0,SOLO,11,1,0,1253,Olaf,True
5,22,10,1,3,NONE,7,2,0,1253,LeeSin,True
8,17,7,2,0,SOLO,13,3,0,1253,Viktor,True
3,15,5,1,0,CARRY,2,1,0,1253,MissFortune,True
3,11,12,2,1,SUPPORT,33,1,0,1253,Bard,True
2,5,7,0,0,SOLO,9,0,4,1253,Yone,False
8,21,6,0,0,NONE,5,0,4,1253,Pantheon,False
0,4,4,0,0,SOLO,9,0,4,1253,Ahri,False
1,22,7,0,0,CARRY,9,0,4,1253,Varus,False
0,38,16,1,1,SUPPORT,25,0,4,1253,Janna,False
11,64,11,4,1,DUO,6,2,1,1690,Gwen,True
7,63,3,2,2,NONE,37,1,1,1690,Udyr,True
27,127,15,1,3,DUO,67,1,1,1690,Malzahar,True
2,62,7,4,0,CARRY,2,2,1,1690,Kaisa,True
4,48,25,16,0,SUPPORT,32,1,1,1690,Zilean,True
4,21,8,1,0,SOLO,3,1,5,1690,Illaoi,False
28,72,10,4,10,NONE,14,0,5,1690,MonkeyKing,False
7,29,10,5,3,SOLO,15,0,5,1690,Hwei,False
14,97,7,2,0,CARRY,2,0,5,1690,Ezreal,False
1,6,36,8,2,SUPPORT,29,0,5,1690,Soraka,False
4,8,9,5,0,SUPPORT,36,1,7,2000,Shen,False
9,17,2,4,2,NONE,50,2,7,2000,Skarner,False
6,33,13,1,1,DUO,15,4,7,2000,Diana,False
21,44,8,2,0,DUO,42,0,7,2000,Mel,False
2,25,33,10,3,SOLO,44,2,7,2000,Nami,False
10,37,12,4,1,SOLO,14,5,6,2000,Kled,True
15,122,11,3,1,NONE,199,3,6,2000,Nocturne,True
64,175,1,7,0,SOLO,17,3,6,2000,Fizz,True
18,164,16,6,4,CARRY,24,5,6,2000,Smolder,True
23,146,52,3,16,SUPPORT,93,2,6,2000,Nautilus,True
0,2,6,1,0,SOLO,39,2,3,1566,Teemo,False
1,14,4,1,1,NONE,36,0,3,1566,Vi,False
0,1,9,1,0,SOLO,15,1,3,1566,AurelionSol,False
4,14,10,1,0,CARRY,22,1,3,1566,Caitlyn,False
1,7,32,21,3,SUPPORT,29,1,3,1566,Pyke,False
0,13,8,0,0,SOLO,60,0,4,1566,Chogath,True
1,26,3,2,0,NONE,21,1,4,1566,RekSai,True
14,26,9,2,0,SOLO,31,2,4,1566,Ryze,True
1,19,8,1,0,CARRY,19,3,4,1566,Jhin,True
11,20,27,1,9,SUPPORT,22,1,4,1566,Renata,True
6,21,11,7,0,SOLO,9,3,9,2349,Gwen,False
3,44,13,0,0,NONE,23,0,9,2349,LeeSin,False
2,40,15,1,0,DUO,8,1,9,2349,Aurora,False
9,31,10,3,1,DUO,3,1,9,2349,Kaisa,False
4,34,70,11,12,SUPPORT,33,1,9,2349,Pantheon,False
10,32,14,8,0,SOLO,33,3,5,2349,Yone,True
20,67,3,14,1,NONE,17,0,5,2349,Rengar,True
9,18,15,8,0,SOLO,29,3,5,2349,Velkoz,True
0,5,14,5,0,CARRY,18,7,5,2349,Xayah,True
2,18,44,16,1,SUPPORT,46,3,5,2349,Neeko,True
1,9,9,2,0,SOLO,29,7,4,1843,Sion,True
3,46,13,4,2,NONE,24,5,4,1843,Jax,True
3,22,7,1,0,SOLO,61,5,4,1843,Syndra,True
2,10,9,6,0,CARRY,3,4,4,1843,Kaisa,True
3,7,29,5,4,SUPPORT,27,4,4,1843,Soraka,True
2,16,11,3,0,SOLO,7,1,10,1843,Vladimir,False
3,38,6,2,5,NONE,32,0,10,1843,Qiyana,False
4,20,1,5,0,SOLO,9,1,10,1843,Ambessa,False
5,41,8,0,0,CARRY,13,1,10,1843,Twitch,False
6,17,39,6,3,SUPPORT,45,2,10,1843,Lulu,False
4,19,9,1,0,SOLO,25,0,5,1589,Gnar,False
6,32,2,5,0,NONE,10,0,5,1589,Diana,False
5,15,4,2,0,SOLO,13,0,5,1589,Leblanc,False
3,67,8,2,0,CARRY,5,0,5,1589,MissFortune,False
3,20,25,4,5,SUPPORT,23,0,5,1589,Galio,False
1,13,12,0,3,SOLO,27,3,0,1589,LeeSin,True
25,65,4,3,3,NONE,17,0,0,1589,Rengar,True
6,30,10,0,0,SOLO,12,2,0,1589,Fizz,True
0,4,10,8,1,CARRY,5,1,0,1589,Samira,True
1,4,16,0,1,SUPPORT,14,1,0,1589,Yuumi,True
2,31,7,0,0,SOLO,23,0,7,1588,Darius,False
5,16,1,7,0,NONE,19,0,7,1588,Viego,False
6,11,5,2,0,SOLO,23,1,7,1588,Vex,False
0,7,8,5,0,CARRY,8,0,7,1588,Nilah,False
1,6,33,5,3,SUPPORT,29,0,7,1588,Lulu,False
0,1,7,0,1,SOLO,33,4,1,1588,Garen,True
20,69,2,3,1,NONE,30,0,1,1588,Malphite,True
4,15,9,3,2,SOLO,28,0,1,1588,AurelionSol,True
1,41,7,2,1,CARRY,19,2,1,1588,Jinx,True
2,15,32,3,4,SUPPORT,41,2,1,1588,Senna,True
1,15,6,0,0,SUPPORT,15,0,4,1147,LeeSin,False
14,42,6,1,0,SUPPORT,5,0,4,1147,Viego,False
3,8,5,1,0,DUO,23,0,4,1147,Neeko,False
10,14,2,1,0,SUPPORT,0,0,4,1147,Tristana,False
0,10,8,0,0,SUPPORT,24,0,4,1147,Zac,False
2,11,8,0,1,SUPPORT,29,1,0,1147,Kennen,True
2,19,2,1,0,SUPPORT,10,0,0,1147,Ambessa,True
4,5,10,0,3,SUPPORT,23,0,0,1147,Morgana,True
3,30,6,0,2,DUO,1,3,0,1147,Sivir,True
5,31,17,0,0,SUPPORT,63,1,0,1147,FiddleSticks,True
1,15,6,0,0,SUPPORT,15,0,4,1147,LeeSin,False
14,42,6,1,0,SUPPORT,5,0,4,1147,Viego,False
3,8,5,1,0,DUO,23,0,4,1147,Neeko,False
10,14,2,1,0,SUPPORT,0,0,4,1147,Tristana,False
0,10,8,0,0,SUPPORT,24,0,4,1147,Zac,False
2,11,8,0,1,SUPPORT,29,1,0,1147,Kennen,True
2,19,2,1,0,SUPPORT,10,0,0,1147,Ambessa,True
4,5,10,0,3,SUPPORT,23,0,0,1147,Morgana,True
3,30,6,0,2,DUO,1,3,0,1147,Sivir,True
5,31,17,0,0,SUPPORT,63,1,0,1147,FiddleSticks,True
2,20,9,1,0,SOLO,10,1,10,1870,Mordekaiser,False
4,15,13,7,6,NONE,14,2,10,1870,Aatrox,False
2,30,6,6,3,DUO,5,0,10,1870,Zed,False
4,39,5,7,0,DUO,2,2,10,1870,Lucian,False
0,1,34,6,4,SOLO,28,0,10,1870,Nami,False
0,18,12,3,1,SOLO,50,6,5,1870,Ashe,True
0,25,17,3,4,NONE,29,3,5,1870,LeeSin,True
3,20,6,6,2,NONE,26,6,5,1870,Sylas,True
1,4,9,3,1,CARRY,9,4,5,1870,MissFortune,True
13,54,39,2,8,SUPPORT,34,3,5,1870,Xerath,True
2,4,6,3,0,DUO,34,2,11,1870,Renekton,False
0,15,2,5,0,NONE,22,1,11,1870,Qiyana,False
3,88,9,3,0,DUO,27,1,11,1870,Mel,False
9,27,8,0,0,SOLO,1,1,11,1870,Samira,False
6,38,35,11,7,SUPPORT,36,1,11,1870,Pyke,False
5,19,9,1,0,DUO,19,6,4,1870,Kled,True
4,51,11,2,0,NONE,7,2,4,1870,Kindred,True
9,29,11,4,0,DUO,2,4,4,1870,Akali,True
1,10,7,1,0,CARRY,33,5,4,1870,Varus,True
11,38,29,6,6,SUPPORT,52,3,4,1870,Rell,True
14,72,14,4,1,SOLO,25,1,10,2135,Gangplank,False
4,47,5,8,5,NONE,53,1,10,2135,JarvanIV,False
16,47,6,0,0,SOLO,7,3,10,2135,Zed,False
6,11,11,3,0,CARRY,45,0,10,2135,Lux,False
8,40,61,5,4,SUPPORT,65,2,10,2135,Braum,False
3,28,5,6,0,SOLO,42,0,4,2135,Riven,True
15,154,3,5,2,SUPPORT,43,2,4,2135,XinZhao,True
3,17,15,6,3,CARRY,28,1,4,2135,Sylas,True
9,50,12,2,0,CARRY,3,5,4,2135,Corki,True
17,97,35,11,0,SUPPORT,103,2,4,2135,Bard,True
0,2,5,0,0,SOLO,9,5,0,1303,Jax,True
19,97,1,2,1,NONE,4,1,0,1303,Khazix,True
7,19,8,3,1,SOLO,31,6,0,1303,Syndra,True
1,4,5,1,0,CARRY,8,6,0,1303,Yunara,True
8,38,13,5,3,SUPPORT,28,6,0,1303,Alistar,True
0,18,5,0,0,SOLO,0,0,11,1303,MasterYi,False
2,15,2,3,1,NONE,12,0,11,1303,Sylas,False
15,41,7,0,0,SOLO,36,0,11,1303,Morgana,False
6,18,5,1,0,CARRY,7,0,11,1303,Nilah,False
1,3,17,5,2,SUPPORT,22,0,11,1303,Soraka,False
2,35,13,0,0,SOLO,5,4,10,2232,Yorick,False
10,126,7,8,5,NONE,29,1,10,2232,JarvanIV,False
11,51,14,8,1,SOLO,17,2,10,2232,Azir,False
37,171,10,3,5,CARRY,33,4,10,2232,Mel,False
17,52,47,18,8,SUPPORT,33,2,10,2232,Nami,False
10,59,15,4,2,SOLO,12,8,9,2232,Kayle,True
16,41,8,4,5,NONE,24,1,9,2232,Ekko,True
1,42,3,5,0,SOLO,9,4,9,2232,Zed,True
9,40,14,8,1,CARRY,8,7,9,2232,Draven,True
9,83,67,13,8,SUPPORT,40,7,9,2232,Janna,True
1,9,10,2,0,NONE,34,4,5,2102,Zaahen,True
7,10,10,1,0,NONE,11,2,5,2102,Talon,True
2,22,5,1,0,SOLO,38,4,5,2102,Sylas,True
0,5,11,0,0,CARRY,47,4,5,2102,Varus,True
0,11,27,7,2,SUPPORT,92,5,5,2102,Bard,True
12,22,13,1,1,SOLO,12,5,11,2102,Yorick,False
1,5,3,5,0,NONE,36,0,11,2102,Warwick,False
1,9,12,2,0,SOLO,53,0,11,2102,Lux,False
0,2,15,0,0,CARRY,8,0,11,2102,MasterYi,False
0,6,27,8,0,SUPPORT,49,0,11,2102,Blitzcrank,False
3,21,8,1,0,SOLO,8,3,2,1900,Mordekaiser,True
1,59,3,3,2,NONE,39,1,2,1900,Briar,True
4,50,17,7,4,CARRY,34,3,2,1900,Zoe,True
2,16,8,2,0,SOLO,25,6,2,1900,Aphelios,True
5,57,40,8,4,SUPPORT,28,3,2,1900,Sona,True
0,13,10,4,0,SOLO,12,1,11,1900,Fiora,False
1,36,5,3,3,NONE,51,0,11,1900,Ornn,False
5,10,15,6,6,SOLO,37,1,11,1900,Mel,False
13,39,6,2,0,DUO,39,0,11,1900,Jinx,False
4,55,39,11,6,DUO,51,0,11,1900,Taric,False
0,4,12,1,1,SOLO,71,3,6,1921,KSante,True
2,38,6,2,6,NONE,56,0,6,1921,FiddleSticks,True
0,11,11,4,6,SOLO,14,3,6,1921,Diana,True
0,11,12,2,2,CARRY,9,4,6,1921,Aphelios,True
1,3,30,7,5,SUPPORT,67,3,6,1921,Nautilus,True
2,6,8,0,0,SOLO,26,1,6,1921,Aatrox,False
0,0,10,2,0,NONE,48,3,6,1921,MonkeyKing,False
11,35,6,10,3,CARRY,32,4,6,1921,Ahri,False
1,48,8,1,1,SOLO,12,3,6,1921,Kaisa,False
6,47,31,12,2,SUPPORT,85,2,6,1921,Leona,False
0,17,14,0,5,SOLO,44,2,1,1652,TwistedFate,True
13,109,9,0,2,NONE,15,4,1,1652,Karthus,True
10,34,5,0,0,CARRY,12,4,1,1652,Caitlyn,True
0,2,8,0,1,SOLO,27,3,1,1652,Jhin,True
12,57,41,6,4,SUPPORT,36,1,1,1652,Karma,True
4,13,7,5,0,SOLO,30,0,8,1652,Pantheon,False
5,27,2,3,0,NONE,30,1,8,1652,JarvanIV,False
38,171,13,3,1,SOLO,29,0,8,1652,Lissandra,False
3,19,7,0,1,NONE,21,1,8,1652,Heimerdinger,False
2,11,14,8,0,SOLO,14,1,8,1652,Soraka,False
2,13,7,0,0,SOLO,24,1,11,1402,Sion,False
6,29,3,3,1,NONE,16,0,11,1402,Karthus,False
7,11,9,0,4,SOLO,18,0,11,1402,Velkoz,False
0,45,9,0,2,CARRY,0,0,11,1402,Lucian,False
12,21,24,7,3,SUPPORT,42,0,11,1402,Shaco,False
0,7,3,0,0,NONE,18,8,1,1402,DrMundo,True
4,86,5,3,2,NONE,14,3,1,1402,Diana,True
9,40,7,2,1,SOLO,18,4,1,1402,Pantheon,True
4,11,7,3,0,SOLO,5,5,1,1402,MissFortune,True
0,15,19,6,2,SOLO,36,5,1,1402,Rell,True
9,32,11,1,1,SOLO,28,3,1,1741,Riven,True
13,59,4,5,3,NONE,27,5,1,1741,Graves,True
9,14,10,4,1,SOLO,31,5,1,1741,Hwei,True
11,28,6,2,1,CARRY,27,5,1,1741,Jhin,True
4,14,39,8,4,SUPPORT,55,3,1,1741,Anivia,True
5,21,11,0,1,SOLO,43,1,11,1741,Gragas,False
18,85,1,1,0,NONE,26,0,11,1741,Volibear,False
23,176,9,1,1,SOLO,15,0,11,1741,Irelia,False
1,20,9,5,0,CARRY,3,0,11,1741,Zeri,False
2,29,37,15,8,SUPPORT,24,0,11,1741,Zilean,False
6,18,12,1,2,NONE,21,1,10,1965,LeeSin,False
4,22,10,3,0,NONE,24,1,10,1965,Zaahen,False
3,5,8,0,0,SOLO,3,0,10,1965,Kassadin,False
3,8,11,1,0,CARRY,7,2,10,1965,Twitch,False
2,14,15,7,2,SUPPORT,47,2,10,1965,Soraka,False
0,1,7,2,0,CARRY,23,4,4,1965,XinZhao,True
6,48,7,2,0,NONE,33,0,4,1965,Shaco,True
0,2,7,1,0,SOLO,40,3,4,1965,Velkoz,True
0,17,9,3,0,SOLO,7,6,4,1965,Tristana,True
11,49,49,11,18,SUPPORT,49,1,4,1965,Pyke,True
2,26,7,0,0,SOLO,24,0,12,2118,Kennen,False
47,116,2,4,0,NONE,16,1,12,2118,Rengar,False
3,22,12,1,1,CARRY,16,1,12,2118,Yasuo,False
8,9,10,5,0,SOLO,4,1,12,2118,Kaisa,False
4,35,35,12,6,SUPPORT,23,0,12,2118,Pyke,False
3,33,11,5,0,DUO,22,7,4,2118,Irelia,True
5,27,8,3,7,NONE,6,5,4,2118,Talon,True
17,87,10,1,0,SOLO,36,4,4,2118,Taliyah,True
13,77,10,1,0,DUO,19,6,4,2118,Jhin,True
10,59,38,4,0,SOLO,53,3,4,2118,Amumu,True
8,29,12,2,0,SOLO,30,6,9,2196,Trundle,False
2,35,11,4,5,NONE,20,2,9,2196,LeeSin,False
2,28,11,4,0,DUO,62,0,9,2196,Cassiopeia,False
0,14,11,4,0,DUO,35,1,9,2196,Jhin,False
2,49,34,9,4,SOLO,83,3,9,2196,Bard,False
3,43,13,0,0,SOLO,49,4,9,2196,Garen,True
0,28,4,5,3,NONE,30,2,9,2196,Sylas,True
16,51,14,9,3,SOLO,63,4,9,2196,Lux,True
5,28,13,3,0,CARRY,5,5,9,2196,Kaisa,True
6,22,34,15,2,SUPPORT,34,3,9,2196,Sona,True
3,9,7,0,1,SUPPORT,7,1,3,1110,Camille,False
13,86,3,1,1,SUPPORT,22,0,3,1110,Pantheon,False
4,16,5,1,0,SUPPORT,7,0,3,1110,Ekko,False
2,3,5,0,0,SUPPORT,15,0,3,1110,Jhin,False
0,13,21,6,2,SUPPORT,26,0,3,1110,Morgana,False
3,6,6,1,0,SUPPORT,18,2,1,1110,Darius,True
4,42,3,2,1,SUPPORT,37,2,1,1110,Ivern,True
7,36,7,0,1,SUPPORT,12,0,1,1110,AurelionSol,True
3,23,5,1,0,SUPPORT,0,1,1,1110,Sivir,True
3,21,15,6,5,SUPPORT,29,1,1,1110,Rell,True
7,27,11,5,1,SOLO,28,1,11,2253,Camille,False
0,25,6,4,3,NONE,21,1,11,2253,Khazix,False
2,23,9,2,0,SOLO,67,4,11,2253,Anivia,False
15,87,2,4,0,CARRY,29,2,11,2253,Varus,False
7,12,46,10,6,SUPPORT,61,2,11,2253,Leona,False
21,104,14,1,0,DUO,23,2,7,2253,Yone,True
14,74,10,7,7,NONE,29,1,7,2253,Udyr,True
9,47,16,0,1,DUO,12,5,7,2253,Aurora,True
6,39,11,6,0,CARRY,15,5,7,2253,Twitch,True
5,9,25,2,2,SUPPORT,29,4,7,2253,Yuumi,True
11,35,9,2,0,DUO,11,0,8,1679,Kled,False
1,112,1,3,0,NONE,34,1,8,1679,Nunu,False
9,38,5,2,0,DUO,24,1,8,1679,Lux,False
4,28,4,2,0,NONE,16,1,8,1679,Jhin,False
12,29,38,4,4,SUPPORT,26,1,8,1679,Velkoz,False
3,8,9,1,0,NONE,6,1,3,1679,Mordekaiser,True
6,24,9,2,2,NONE,19,4,3,1679,LeeSin,True
7,69,10,1,1,SOLO,3,5,3,1679,Katarina,True
8,55,11,0,1,CARRY,0,3,3,1679,Lucian,True
7,17,26,2,4,SUPPORT,20,0,3,1679,Nami,True
4,9,14,3,0,SOLO,49,6,5,2548,Swain,True
0,9,16,4,3,NONE,34,3,5,2548,Warwick,True
13,78,8,2,0,CARRY,78,4,5,2548,Malzahar,True
1,31,18,12,1,SOLO,9,2,5,2548,Smolder,True
5,21,59,19,10,SUPPORT,18,3,5,2548,Milio,True
6,13,12,4,2,DUO,11,2,10,2548,Aurora,False
11,92,6,12,5,NONE,26,3,10,2548,Graves,False
9,36,3,14,0,DUO,8,1,10,2548,Talon,False
1,25,10,8,0,NONE,8,1,10,2548,Tristana,False
4,54,60,12,15,SOLO,67,1,10,2548,Anivia,False
0,3,11,0,0,SOLO,24,1,11,1926,Renekton,False
0,7,14,1,0,NONE,24,0,11,1926,Qiyana,False
8,17,11,0,0,SOLO,16,1,11,1926,Smolder,False
2,16,11,0,0,CARRY,53,2,11,1926,Swain,False
0,3,20,1,2,SUPPORT,6,0,11,1926,Vladimir,False
2,3,11,1,0,SOLO,13,3,3,1926,Darius,True
4,27,13,0,0,NONE,19,6,3,1926,Jax,True
0,24,6,1,0,SOLO,28,0,3,1926,Ryze,True
1,5,10,0,0,CARRY,17,5,3,1926,Aphelios,True
2,9,19,18,1,SUPPORT,34,2,3,1926,Pyke,True
0,15,10,2,0,SOLO,25,4,4,2079,Malphite,True
2,39,12,7,1,NONE,31,3,4,2079,Karthus,True
9,67,11,2,0,SOLO,24,6,4,2079,Yone,True
27,103,12,5,1,CARRY,25,5,4,2079,Jhin,True
11,59,42,5,2,SUPPORT,28,3,4,2079,Nami,True
6,63,8,1,1,SOLO,39,1,9,2079,Kennen,False
23,162,7,3,4,NONE,22,0,9,2079,Viego,False
29,72,4,1,0,SOLO,20,2,9,2079,Yasuo,False
6,28,12,4,0,CARRY,6,2,9,2079,Tristana,False
19,75,45,8,2,SUPPORT,54,1,9,2079,Karma,False
0,1,6,1,0,SOLO,4,3,2,1362,Aurora,True
2,37,1,0,0,NONE,27,3,2,1362,Udyr,True
8,35,4,0,0,SOLO,2,2,2,1362,Akali,True
0,1,7,1,1,CARRY,15,5,2,1362,Caitlyn,True
0,10,15,8,3,SUPPORT,41,4,2,1362,Bard,True
0,12,7,0,0,DUO,33,2,8,1362,Sion,False
2,10,3,3,0,NONE,8,0,8,1362,Hecarim,False
3,6,6,0,0,DUO,13,0,8,1362,Yone,False
2,6,7,1,0,SOLO,9,0,8,1362,Aphelios,False
3,9,15,0,1,SOLO,16,0,8,1362,Yuumi,False
18,72,6,1,0,SOLO,22,1,9,1692,XinZhao,False
9,56,8,3,2,NONE,18,0,9,1692,Hecarim,False
5,29,8,0,0,DUO,14,0,9,1692,Twitch,False
5,49,6,2,0,DUO,16,2,9,1692,Jinx,False
4,67,26,4,1,SUPPORT,19,2,9,1692,Lulu,False
5,20,6,0,0,SOLO,46,4,2,1692,Gragas,True
18,107,11,3,1,NONE,15,5,2,1692,Ambessa,True
5,18,7,1,0,SOLO,18,5,2,1692,Zilean,True
